defect_id,defect_date,equipment_id,equipment_type,defect_type,severity,root_cause_category,root_cause,rework_cost,rework_hours,detected_at,status
DEF000719,2022-11-24,EQ0003,Excavator,Weld Defect,Critical,Material,Wrong Specification,8645.05,32.8,In-Process,Closed
DEF000720,2023-02-21,EQ0036,Bulldozer,Alignment Issue,Minor,Machine,Tool Wear,1974.77,0.84,Final Inspection,Closed
DEF000721,2022-06-05,EQ0040,Crane,Electrical Fault,Critical,Machine,Calibration Drift,12447.54,31.12,Final Inspection,Closed
DEF000722,2023-10-15,EQ0031,Loader,Weld Defect,Minor,Method,Incorrect Procedure,1333.2,1.9,In-Process,Closed
DEF000723,2022-02-22,EQ0012,Dump Truck,Bolt Torque,Minor,Man,Operator Error,1007.42,3.18,Customer,Closed
DEF000724,2022-11-21,EQ0006,Dump Truck,Electrical Fault,Minor,Machine,Calibration Drift,1824.29,1.6,In-Process,Open
DEF000725,2022-12-07,EQ0019,Loader,Electrical Fault,Critical,Material,Substandard Material,18821.66,35.52,Final Inspection,Open
DEF000726,2023-07-09,EQ0009,Dump Truck,Weld Defect,Minor,Material,Substandard Material,380.66,2.74,Customer,Open
DEF000727,2024-11-25,EQ0013,Grader,Surface Scratch,Minor,Material,Material Contamination,1264.3,2.73,Customer,Open
DEF000728,2024-02-06,EQ0041,Dump Truck,Electrical Fault,Major,Measurement,Calibration Issue,1919.05,11.71,In-Process,Closed
DEF000729,2023-06-05,EQ0048,Bulldozer,Electrical Fault,Minor,Man,Fatigue,1460.74,2.39,In-Process,Closed
DEF000730,2022-01-16,EQ0042,Bulldozer,Paint Finish,Minor,Environment,Humidity,1086.75,2.01,Customer,Open
DEF000731,2023-03-04,EQ0015,Bulldozer,Bolt Torque,Minor,Method,Process Not Followed,1260.04,3.95,In-Process,In Progress
DEF000732,2022-04-28,EQ0039,Bulldozer,Weld Defect,Minor,Method,Process Not Followed,1177.22,1.51,In-Process,Closed
DEF000733,2023-11-15,EQ0001,Grader,Electrical Fault,Minor,Machine,Equipment Malfunction,846.7,2.35,Customer,Open
DEF000734,2023-10-19,EQ0014,Bulldozer,Electrical Fault,Minor,Machine,Tool Wear,1060.09,1.92,Customer,Closed
DEF000735,2023-06-30,EQ0048,Bulldozer,Paint Finish,Major,Material,Substandard Material,5091.51,3.68,Customer,In Progress
DEF000736,2024-02-04,EQ0022,Excavator,Weld Defect,Minor,Machine,Calibration Drift,503.79,1.06,In-Process,Open
DEF000737,2024-12-28,EQ0044,Loader,Weld Defect,Minor,Machine,Calibration Drift,1394.64,2.72,Final Inspection,Open
DEF000738,2024-04-22,EQ0039,Bulldozer,Weld Defect,Minor,Man,Operator Error,1785.46,2.76,In-Process,Open
DEF000739,2023-07-15,EQ0019,Loader,Weld Defect,Minor,Man,Fatigue,515.01,0.54,Customer,Closed
DEF000740,2024-05-05,EQ0028,Crane,Paint Finish,Minor,Method,Incorrect Procedure,998.09,0.97,Final Inspection,In Progress
DEF000741,2022-04-18,EQ0027,Dump Truck,Assembly Error,Minor,Material,Wrong Specification,549.57,0.73,In-Process,Open
DEF000742,2023-04-20,EQ0001,Grader,Electrical Fault,Critical,Machine,Calibration Drift,20205.16,26.4,In-Process,Closed
DEF000743,2022-12-30,EQ0039,Bulldozer,Weld Defect,Major,Measurement,Gauge Error,4245.76,2.87,Final Inspection,Open
DEF000744,2022-04-06,EQ0014,Bulldozer,Paint Finish,Critical,Environment,Temperature Variation,15577.53,22.76,Final Inspection,Closed
DEF000745,2023-07-30,EQ0043,Excavator,Paint Finish,Minor,Man,Insufficient Training,1547.05,3.41,Final Inspection,Open
DEF000746,2024-03-11,EQ0014,Bulldozer,Paint Finish,Minor,Man,Fatigue,1483.81,1.74,Final Inspection,Open
DEF000747,2024-08-06,EQ0021,Excavator,Weld Defect,Major,Environment,Temperature Variation,1630.92,10.26,In-Process,Closed
DEF000748,2022-08-16,EQ0037,Dump Truck,Weld Defect,Minor,Man,Fatigue,556.81,1.94,Customer,In Progress
DEF000749,2023-08-03,EQ0022,Excavator,Electrical Fault,Minor,Environment,Temperature Variation,739.41,3.79,Final Inspection,In Progress
DEF000750,2023-07-20,EQ0027,Dump Truck,Bolt Torque,Major,Machine,Calibration Drift,7407.75,3.97,Final Inspection,Closed
DEF000751,2024-03-06,EQ0036,Bulldozer,Hydraulic Leak,Major,Man,Insufficient Training,3941.56,11.19,Customer,Open
DEF000752,2023-05-30,EQ0042,Bulldozer,Electrical Fault,Major,Method,Incorrect Procedure,7822.75,10.19,Final Inspection,In Progress
DEF000753,2023-11-28,EQ0048,Bulldozer,Weld Defect,Minor,Method,Inadequate Work Instruction,235.59,0.8,Customer,Closed
DEF000754,2023-01-22,EQ0026,Grader,Weld Defect,Minor,Measurement,Gauge Error,274.12,1.09,Final Inspection,In Progress
DEF000755,2023-07-01,EQ0018,Grader,Dimensional Variance,Major,Material,Material Contamination,4473.47,4.19,Final Inspection,Open
DEF000756,2024-10-23,EQ0047,Grader,Surface Scratch,Minor,Man,Operator Error,1007.54,3.16,Final Inspection,In Progress
DEF000757,2024-01-28,EQ0047,Grader,Dimensional Variance,Minor,Measurement,Gauge Error,1569.92,1.96,Final Inspection,Closed
DEF000758,2024-08-15,EQ0006,Dump Truck,Weld Defect,Minor,Environment,Temperature Variation,1521.1,1.43,In-Process,Closed
DEF000759,2023-11-26,EQ0038,Loader,Weld Defect,Minor,Environment,Humidity,1326.48,1.6,In-Process,Open
DEF000760,2024-03-11,EQ0040,Crane,Dimensional Variance,Major,Man,Fatigue,6461.61,8.03,In-Process,Closed
DEF000761,2024-12-28,EQ0025,Excavator,Weld Defect,Minor,Environment,Vibration,289.84,2.21,Final Inspection,Closed
DEF000762,2022-07-12,EQ0010,Excavator,Paint Finish,Minor,Material,Substandard Material,1921.13,2.33,Final Inspection,Open
DEF000763,2024-03-22,EQ0015,Bulldozer,Dimensional Variance,Major,Material,Material Contamination,6267.09,10.43,Final Inspection,Closed
DEF000764,2024-08-15,EQ0039,Bulldozer,Weld Defect,Minor,Man,Insufficient Training,1559.03,1.91,Customer,In Progress
DEF000765,2022-06-28,EQ0032,Grader,Hydraulic Leak,Minor,Man,Operator Error,1543.78,2.5,Final Inspection,Closed
DEF000766,2022-12-08,EQ0049,Excavator,Hydraulic Leak,Critical,Man,Fatigue,20541.42,17.86,Final Inspection,Closed
DEF000767,2024-02-28,EQ0040,Crane,Weld Defect,Minor,Method,Incorrect Procedure,854.01,3.14,Final Inspection,Open
DEF000768,2023-04-12,EQ0042,Bulldozer,Electrical Fault,Major,Machine,Tool Wear,7403.93,7.92,In-Process,Closed
DEF000769,2024-09-16,EQ0044,Loader,Electrical Fault,Minor,Environment,Temperature Variation,240.06,1.92,Customer,Open
DEF000770,2023-01-10,EQ0042,Bulldozer,Dimensional Variance,Minor,Measurement,Calibration Issue,1798.13,2.16,Final Inspection,Open
DEF000771,2022-02-03,EQ0021,Excavator,Dimensional Variance,Minor,Machine,Equipment Malfunction,1364.68,2.01,Final Inspection,Closed
DEF000772,2022-04-06,EQ0020,Crane,Paint Finish,Minor,Environment,Temperature Variation,1230.75,1.22,Customer,Closed
DEF000773,2024-10-28,EQ0049,Excavator,Dimensional Variance,Minor,Environment,Humidity,243.33,3.45,In-Process,Closed
DEF000774,2023-09-12,EQ0033,Grader,Hydraulic Leak,Critical,Material,Wrong Specification,7358.96,22.57,Customer,Closed
DEF000775,2022-06-09,EQ0004,Excavator,Hydraulic Leak,Major,Method,Incorrect Procedure,6063.02,2.3,In-Process,Open
DEF000776,2022-05-23,EQ0037,Dump Truck,Paint Finish,Major,Man,Insufficient Training,7516.53,8.76,In-Process,Closed
DEF000777,2022-12-30,EQ0012,Dump Truck,Dimensional Variance,Minor,Measurement,Calibration Issue,1308.28,2.86,In-Process,Closed
DEF000778,2022-09-03,EQ0028,Crane,Hydraulic Leak,Major,Machine,Tool Wear,3260.01,10.84,Final Inspection,Open
DEF000779,2024-07-26,EQ0014,Bulldozer,Dimensional Variance,Minor,Material,Wrong Specification,1161.01,3.38,Final Inspection,Open
DEF000780,2024-04-09,EQ0017,Loader,Hydraulic Leak,Major,Measurement,Calibration Issue,2443.73,8.95,Customer,Open
DEF000781,2022-06-28,EQ0039,Bulldozer,Electrical Fault,Major,Environment,Vibration,3287.84,8.87,Customer,Open
DEF000782,2022-08-20,EQ0027,Dump Truck,Paint Finish,Minor,Man,Insufficient Training,1298.89,1.96,Customer,Open
DEF000783,2022-05-11,EQ0008,Excavator,Electrical Fault,Minor,Material,Wrong Specification,990.54,0.51,Customer,Open
DEF000784,2023-07-11,EQ0044,Loader,Weld Defect,Minor,Machine,Tool Wear,1536.5,1.47,Customer,Open
DEF000785,2022-06-04,EQ0001,Grader,Hydraulic Leak,Minor,Man,Insufficient Training,945.71,2.26,Customer,Closed
DEF000786,2023-07-10,EQ0008,Excavator,Electrical Fault,Minor,Measurement,Gauge Error,818.73,2.76,In-Process,Closed
DEF000787,2023-06-02,EQ0037,Dump Truck,Bolt Torque,Minor,Environment,Vibration,1500.88,1.0,In-Process,In Progress
DEF000788,2022-01-04,EQ0048,Bulldozer,Weld Defect,Minor,Measurement,Gauge Error,283.49,2.17,Final Inspection,Closed
DEF000789,2023-09-04,EQ0004,Excavator,Weld Defect,Minor,Measurement,Gauge Error,566.46,2.3,Customer,Closed
DEF000790,2022-05-15,EQ0004,Excavator,Hydraulic Leak,Major,Method,Inadequate Work Instruction,4700.84,8.01,In-Process,Closed
DEF000791,2023-08-30,EQ0004,Excavator,Surface Scratch,Minor,Environment,Temperature Variation,787.25,3.81,Final Inspection,Open
DEF000792,2024-11-23,EQ0029,Bulldozer,Hydraulic Leak,Minor,Environment,Vibration,809.98,2.48,Final Inspection,Closed
DEF000793,2023-07-19,EQ0028,Crane,Weld Defect,Minor,Environment,Temperature Variation,203.93,3.78,Customer,Closed
DEF000794,2024-02-28,EQ0016,Dump Truck,Surface Scratch,Major,Man,Fatigue,4305.73,5.92,In-Process,Closed
DEF000795,2022-10-01,EQ0049,Excavator,Surface Scratch,Major,Machine,Calibration Drift,1840.33,2.57,In-Process,Closed
DEF000796,2023-06-26,EQ0005,Loader,Paint Finish,Major,Environment,Temperature Variation,6621.48,5.81,Customer,In Progress
DEF000797,2023-11-16,EQ0023,Loader,Calibration Error,Minor,Man,Operator Error,1775.08,3.65,In-Process,Closed
DEF000798,2023-08-28,EQ0025,Excavator,Surface Scratch,Minor,Material,Substandard Material,456.69,1.07,Final Inspection,Closed
DEF000799,2022-02-08,EQ0007,Crane,Hydraulic Leak,Minor,Material,Substandard Material,481.18,1.28,In-Process,Open
DEF000800,2023-06-30,EQ0004,Excavator,Hydraulic Leak,Major,Machine,Equipment Malfunction,6714.54,9.04,Final Inspection,Closed
DEF000801,2024-07-08,EQ0028,Crane,Weld Defect,Minor,Machine,Equipment Malfunction,728.56,1.81,Final Inspection,Open
DEF000802,2023-12-22,EQ0048,Bulldozer,Paint Finish,Minor,Man,Fatigue,964.85,2.25,Customer,Closed
DEF000803,2024-01-23,EQ0043,Excavator,Dimensional Variance,Major,Method,Inadequate Work Instruction,1113.88,4.43,Final Inspection,Closed
DEF000804,2022-10-28,EQ0034,Bulldozer,Weld Defect,Minor,Machine,Equipment Malfunction,1225.92,3.99,Final Inspection,In Progress
DEF000805,2024-03-30,EQ0049,Excavator,Paint Finish,Minor,Man,Insufficient Training,1929.31,1.31,Final Inspection,Closed
DEF000806,2024-12-19,EQ0016,Dump Truck,Paint Finish,Minor,Measurement,Wrong Instrument,432.83,2.54,Customer,Open
DEF000807,2022-10-04,EQ0044,Loader,Dimensional Variance,Minor,Machine,Tool Wear,534.79,2.34,Final Inspection,Closed
DEF000808,2022-09-21,EQ0021,Excavator,Weld Defect,Minor,Measurement,Calibration Issue,330.81,2.09,Final Inspection,Open
DEF000809,2023-01-23,EQ0046,Excavator,Bolt Torque,Minor,Measurement,Calibration Issue,1973.48,3.68,In-Process,Closed
DEF000810,2023-05-23,EQ0032,Grader,Weld Defect,Minor,Method,Inadequate Work Instruction,1522.65,3.53,Customer,Closed
DEF000811,2024-10-11,EQ0025,Excavator,Hydraulic Leak,Major,Material,Substandard Material,7414.55,6.34,In-Process,In Progress
DEF000812,2024-12-11,EQ0025,Excavator,Weld Defect,Minor,Measurement,Gauge Error,1760.48,1.38,In-Process,In Progress
DEF000813,2023-02-14,EQ0027,Dump Truck,Electrical Fault,Minor,Machine,Tool Wear,1956.89,2.6,Final Inspection,Open
DEF000814,2022-03-02,EQ0017,Loader,Weld Defect,Major,Environment,Vibration,3082.44,8.52,Final Inspection,Closed
DEF000815,2022-10-28,EQ0044,Loader,Surface Scratch,Minor,Material,Wrong Specification,1899.01,3.85,Customer,Closed
DEF000816,2023-04-10,EQ0019,Loader,Surface Scratch,Minor,Machine,Calibration Drift,1515.96,2.47,In-Process,Open
DEF000817,2023-02-23,EQ0020,Crane,Hydraulic Leak,Minor,Measurement,Wrong Instrument,778.51,3.65,In-Process,Open
DEF000818,2024-06-09,EQ0041,Dump Truck,Electrical Fault,Minor,Environment,Vibration,890.74,1.06,In-Process,In Progress
DEF000819,2022-01-24,EQ0005,Loader,Paint Finish,Minor,Machine,Tool Wear,1368.14,0.69,Final Inspection,Open
DEF000820,2022-03-05,EQ0039,Bulldozer,Hydraulic Leak,Major,Man,Fatigue,3986.38,8.09,Final Inspection,Closed
DEF000821,2024-03-31,EQ0023,Loader,Weld Defect,Minor,Measurement,Gauge Error,1892.3,3.4,Customer,In Progress
DEF000822,2024-04-03,EQ0031,Loader,Hydraulic Leak,Minor,Machine,Equipment Malfunction,353.32,2.81,In-Process,Closed
DEF000823,2024-04-16,EQ0015,Bulldozer,Paint Finish,Minor,Method,Incorrect Procedure,975.1,1.67,Customer,Closed
DEF000824,2023-08-18,EQ0004,Excavator,Surface Scratch,Critical,Method,Process Not Followed,9958.18,38.06,In-Process,Closed
DEF000825,2022-12-01,EQ0014,Bulldozer,Paint Finish,Minor,Measurement,Wrong Instrument,1381.97,2.19,Final Inspection,Open
DEF000826,2022-01-27,EQ0016,Dump Truck,Weld Defect,Minor,Method,Process Not Followed,553.61,1.09,In-Process,Open
DEF000827,2024-05-08,EQ0028,Crane,Weld Defect,Minor,Machine,Equipment Malfunction,1393.83,3.88,Final Inspection,Closed
DEF000828,2022-05-26,EQ0022,Excavator,Hydraulic Leak,Minor,Machine,Calibration Drift,548.08,2.11,Customer,Open
DEF000829,2023-08-25,EQ0011,Bulldozer,Surface Scratch,Minor,Measurement,Gauge Error,1723.93,1.5,Final Inspection,Closed
DEF000830,2024-06-02,EQ0022,Excavator,Weld Defect,Minor,Machine,Calibration Drift,1162.18,3.53,In-Process,Open
DEF000831,2024-08-21,EQ0039,Bulldozer,Paint Finish,Major,Method,Inadequate Work Instruction,6299.39,2.71,In-Process,Closed
DEF000832,2024-01-02,EQ0001,Grader,Weld Defect,Minor,Measurement,Calibration Issue,1929.82,1.08,Final Inspection,Open
DEF000833,2023-07-03,EQ0041,Dump Truck,Paint Finish,Major,Man,Fatigue,2790.55,8.05,Final Inspection,Closed
DEF000834,2022-01-03,EQ0045,Crane,Paint Finish,Minor,Man,Insufficient Training,342.3,3.08,Final Inspection,In Progress
DEF000835,2023-07-10,EQ0047,Grader,Electrical Fault,Minor,Environment,Temperature Variation,1404.34,1.37,Final Inspection,Open
DEF000836,2024-10-04,EQ0046,Excavator,Surface Scratch,Critical,Man,Fatigue,10701.13,26.81,Final Inspection,In Progress
DEF000837,2023-10-01,EQ0001,Grader,Weld Defect,Major,Measurement,Calibration Issue,1128.62,9.61,Customer,Open
DEF000838,2022-12-31,EQ0014,Bulldozer,Weld Defect,Minor,Method,Incorrect Procedure,1425.75,2.56,Customer,Closed
DEF000839,2022-03-23,EQ0048,Bulldozer,Weld Defect,Minor,Environment,Humidity,1677.38,2.44,Customer,Closed
DEF000840,2022-02-13,EQ0029,Bulldozer,Electrical Fault,Minor,Machine,Equipment Malfunction,222.41,1.87,Customer,In Progress
DEF000841,2022-07-05,EQ0037,Dump Truck,Seal Failure,Major,Machine,Tool Wear,5844.34,9.09,Customer,Open
DEF000842,2023-12-03,EQ0041,Dump Truck,Dimensional Variance,Major,Method,Process Not Followed,1388.46,3.9,Final Inspection,Open
DEF000843,2024-10-27,EQ0026,Grader,Alignment Issue,Minor,Method,Incorrect Procedure,1571.76,3.44,Customer,Closed
DEF000844,2024-09-16,EQ0012,Dump Truck,Calibration Error,Critical,Environment,Temperature Variation,8363.75,39.33,Customer,Closed
DEF000845,2022-07-09,EQ0031,Loader,Hydraulic Leak,Minor,Material,Substandard Material,1446.96,3.6,In-Process,Open
DEF000846,2023-02-13,EQ0048,Bulldozer,Electrical Fault,Minor,Man,Insufficient Training,1659.36,1.83,Customer,In Progress
DEF000847,2023-11-25,EQ0040,Crane,Hydraulic Leak,Major,Environment,Temperature Variation,6602.4,4.41,In-Process,Closed
DEF000848,2024-04-05,EQ0034,Bulldozer,Weld Defect,Minor,Machine,Tool Wear,1637.7,2.85,In-Process,In Progress
DEF000849,2023-04-08,EQ0018,Grader,Electrical Fault,Major,Material,Material Contamination,1049.07,6.77,Customer,In Progress
DEF000850,2023-08-30,EQ0003,Excavator,Hydraulic Leak,Minor,Environment,Vibration,1621.93,3.52,In-Process,Closed
DEF000851,2023-02-07,EQ0016,Dump Truck,Weld Defect,Minor,Measurement,Calibration Issue,720.7,3.11,Final Inspection,Closed
DEF000852,2023-05-15,EQ0011,Bulldozer,Hydraulic Leak,Major,Method,Incorrect Procedure,6548.71,10.04,Final Inspection,Open
DEF000853,2023-05-24,EQ0031,Loader,Paint Finish,Minor,Machine,Tool Wear,876.67,0.51,In-Process,Closed
DEF000854,2024-02-27,EQ0028,Crane,Weld Defect,Minor,Measurement,Wrong Instrument,229.6,1.81,In-Process,Open
DEF000855,2024-03-06,EQ0007,Crane,Hydraulic Leak,Critical,Machine,Tool Wear,23562.53,9.66,Final Inspection,Closed
DEF000856,2023-05-04,EQ0012,Dump Truck,Paint Finish,Critical,Environment,Temperature Variation,5880.34,31.39,Customer,Closed
DEF000857,2024-05-28,EQ0044,Loader,Paint Finish,Critical,Machine,Equipment Malfunction,15900.37,11.86,In-Process,Closed
DEF000858,2022-08-31,EQ0018,Grader,Seal Failure,Critical,Machine,Calibration Drift,19815.6,28.45,In-Process,Open
DEF000859,2023-06-22,EQ0045,Crane,Paint Finish,Minor,Material,Wrong Specification,1581.31,2.11,Final Inspection,Closed
DEF000860,2024-01-21,EQ0045,Crane,Weld Defect,Major,Method,Incorrect Procedure,5544.87,3.87,In-Process,Closed
DEF000861,2024-12-28,EQ0009,Dump Truck,Paint Finish,Major,Method,Process Not Followed,7769.06,5.49,Customer,In Progress
DEF000862,2023-06-12,EQ0031,Loader,Surface Scratch,Minor,Material,Material Contamination,1262.96,0.98,Customer,Closed
DEF000863,2023-07-31,EQ0025,Excavator,Electrical Fault,Minor,Measurement,Gauge Error,605.23,0.82,Customer,Closed
DEF000864,2022-09-05,EQ0023,Loader,Electrical Fault,Minor,Machine,Calibration Drift,826.15,1.73,Final Inspection,In Progress
DEF000865,2024-03-26,EQ0040,Crane,Seal Failure,Major,Material,Substandard Material,2175.12,9.94,In-Process,Closed
DEF000866,2024-10-10,EQ0047,Grader,Weld Defect,Minor,Method,Incorrect Procedure,883.8,1.32,Final Inspection,Open
DEF000867,2023-09-27,EQ0011,Bulldozer,Hydraulic Leak,Critical,Environment,Temperature Variation,5209.7,22.37,Final Inspection,Closed
DEF000868,2022-02-02,EQ0037,Dump Truck,Weld Defect,Minor,Material,Substandard Material,1989.75,1.78,In-Process,In Progress
DEF000869,2023-02-12,EQ0002,Grader,Electrical Fault,Critical,Man,Insufficient Training,9607.99,31.23,Final Inspection,Open
DEF000870,2023-10-10,EQ0016,Dump Truck,Paint Finish,Minor,Machine,Tool Wear,992.07,0.72,Final Inspection,In Progress
DEF000871,2022-06-03,EQ0021,Excavator,Weld Defect,Minor,Man,Fatigue,753.66,2.49,Final Inspection,In Progress
DEF000872,2024-01-19,EQ0030,Loader,Weld Defect,Minor,Method,Inadequate Work Instruction,775.77,3.79,In-Process,In Progress
DEF000873,2024-07-31,EQ0017,Loader,Weld Defect,Minor,Measurement,Calibration Issue,343.91,2.75,Customer,Closed
DEF000874,2024-03-25,EQ0033,Grader,Paint Finish,Minor,Measurement,Gauge Error,740.62,3.01,Final Inspection,In Progress
DEF000875,2024-03-06,EQ0029,Bulldozer,Bolt Torque,Minor,Measurement,Wrong Instrument,550.65,1.63,Final Inspection,Closed
DEF000876,2024-07-31,EQ0032,Grader,Paint Finish,Minor,Machine,Tool Wear,873.66,2.14,Customer,Closed
DEF000877,2024-09-06,EQ0042,Bulldozer,Surface Scratch,Minor,Man,Fatigue,359.66,1.43,In-Process,Closed
DEF000878,2023-01-16,EQ0021,Excavator,Weld Defect,Minor,Machine,Tool Wear,978.48,1.35,Customer,Closed
DEF000879,2024-09-08,EQ0041,Dump Truck,Weld Defect,Minor,Method,Process Not Followed,578.6,3.99,Final Inspection,Open
DEF000880,2023-01-17,EQ0010,Excavator,Bolt Torque,Minor,Method,Process Not Followed,779.89,3.17,Final Inspection,Closed
DEF000881,2023-01-18,EQ0045,Crane,Paint Finish,Minor,Environment,Temperature Variation,1853.2,2.68,In-Process,Closed
DEF000882,2024-12-31,EQ0048,Bulldozer,Bolt Torque,Minor,Machine,Tool Wear,284.12,1.33,Customer,Open
DEF000883,2023-05-30,EQ0049,Excavator,Electrical Fault,Critical,Machine,Equipment Malfunction,13465.6,14.04,Final Inspection,In Progress
DEF000884,2022-10-11,EQ0033,Grader,Weld Defect,Major,Measurement,Gauge Error,5618.9,8.05,Customer,Open
DEF000885,2024-09-16,EQ0021,Excavator,Paint Finish,Minor,Environment,Humidity,351.39,3.45,In-Process,Closed
DEF000886,2022-04-28,EQ0033,Grader,Alignment Issue,Minor,Measurement,Gauge Error,985.55,2.91,In-Process,Closed
DEF000887,2023-03-29,EQ0049,Excavator,Weld Defect,Critical,Machine,Tool Wear,21646.77,33.24,Customer,Open
DEF000888,2023-01-13,EQ0002,Grader,Dimensional Variance,Minor,Machine,Calibration Drift,1325.75,3.23,Final Inspection,Closed
DEF000889,2024-08-14,EQ0050,Loader,Weld Defect,Minor,Environment,Temperature Variation,945.5,3.04,Final Inspection,Closed
DEF000890,2023-09-04,EQ0003,Excavator,Dimensional Variance,Critical,Measurement,Wrong Instrument,21053.1,8.11,In-Process,Open
DEF000891,2024-02-15,EQ0023,Loader,Dimensional Variance,Minor,Material,Substandard Material,763.75,2.68,Customer,In Progress
DEF000892,2022-06-23,EQ0008,Excavator,Dimensional Variance,Critical,Environment,Temperature Variation,14458.34,30.66,In-Process,Closed
DEF000893,2023-07-08,EQ0020,Crane,Weld Defect,Minor,Material,Wrong Specification,981.79,3.24,In-Process,Closed
