inspection_id,inspection_date,equipment_id,equipment_name,equipment_type,metric_name,target_value,tolerance,xbar_value,r_value,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,in_control
SPC001248,2023-06-07,EQ0014,Bulldozer 14,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,3009.82,161.16,3023.25,2944.49,2974.61,3105.65,3001.11,True
SPC001249,2022-11-14,EQ0050,Loader 50,Loader,Hydraulic Pressure (PSI),3000,150.0,2991.8,49.33,3010.19,3008.68,2999.37,2960.86,2979.91,True
SPC001250,2023-10-23,EQ0038,Loader 38,Loader,Alignment Deviation (mm),0,0.5,0.03,0.35,-0.16,0.04,-0.0,0.19,0.09,True
SPC001251,2023-09-09,EQ0032,Grader 32,Grader,Bolt Torque (Nm),200,15.0,199.83,9.68,195.86,195.78,203.12,198.94,205.45,True
SPC001252,2024-01-04,EQ0010,Excavator 10,Excavator,Hydraulic Pressure (PSI),3000,150.0,2976.13,175.69,2892.1,3067.78,2999.75,3023.06,2897.95,True
SPC001253,2023-10-13,EQ0009,Dump Truck 9,Dump Truck,Alignment Deviation (mm),0,0.5,-0.02,0.39,-0.06,-0.15,0.02,-0.13,0.23,True
SPC001254,2023-01-12,EQ0016,Dump Truck 16,Dump Truck,Alignment Deviation (mm),0,0.5,0.04,0.35,-0.06,0.26,-0.01,0.1,-0.09,True
SPC001255,2024-10-31,EQ0036,Bulldozer 36,Bulldozer,Weld Strength (MPa),450,30.0,453.71,29.51,440.23,444.64,454.36,459.57,469.73,True
SPC001256,2024-04-06,EQ0022,Excavator 22,Excavator,Hydraulic Pressure (PSI),3000,150.0,2984.87,196.79,2905.6,3067.35,3056.23,2870.56,3024.59,True
SPC001257,2023-03-13,EQ0004,Excavator 4,Excavator,Paint Thickness (microns),120,10.0,119.39,8.86,116.59,125.41,118.92,119.47,116.55,True
SPC001258,2023-08-25,EQ0005,Loader 5,Loader,Weld Strength (MPa),450,30.0,441.44,53.08,443.25,470.03,432.3,444.64,416.95,False
SPC001259,2022-01-19,EQ0006,Dump Truck 6,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,3019.13,61.92,3044.45,3045.12,2983.2,2987.8,3035.06,True
SPC001260,2024-07-01,EQ0015,Bulldozer 15,Bulldozer,Weld Strength (MPa),450,30.0,440.38,18.83,432.39,443.08,451.23,434.34,440.86,True
SPC001261,2023-05-15,EQ0045,Crane 45,Crane,Hydraulic Pressure (PSI),3000,150.0,3025.33,112.27,2966.41,3023.33,3078.68,3033.92,3024.32,True
SPC001262,2023-10-20,EQ0020,Crane 20,Crane,Bolt Torque (Nm),200,15.0,199.84,13.3,190.06,200.73,203.36,202.97,202.09,True
SPC001263,2022-08-21,EQ0024,Dump Truck 24,Dump Truck,Bolt Torque (Nm),200,15.0,199.19,15.1,199.09,201.39,190.56,205.66,199.24,True
SPC001264,2023-08-03,EQ0039,Bulldozer 39,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,3027.08,131.99,3035.38,2946.42,3038.44,3036.75,3078.42,True
SPC001265,2024-02-07,EQ0046,Excavator 46,Excavator,Alignment Deviation (mm),0,0.5,0.11,0.32,0.03,-0.03,0.05,0.24,0.28,True
SPC001266,2024-07-01,EQ0049,Excavator 49,Excavator,Bolt Torque (Nm),200,15.0,200.63,13.37,205.42,196.13,194.82,208.19,198.59,True
SPC001267,2023-01-30,EQ0021,Excavator 21,Excavator,Paint Thickness (microns),120,10.0,122.32,3.0,121.56,124.24,121.24,122.19,122.37,True
SPC001268,2022-07-16,EQ0019,Loader 19,Loader,Weld Strength (MPa),450,30.0,453.37,49.04,472.67,436.18,426.46,475.49,456.05,False
SPC001269,2022-05-15,EQ0014,Bulldozer 14,Bulldozer,Weld Strength (MPa),450,30.0,442.15,27.62,445.78,447.12,436.51,454.49,426.87,True
SPC001270,2023-03-13,EQ0009,Dump Truck 9,Dump Truck,Bolt Torque (Nm),200,15.0,200.29,11.05,205.64,201.69,199.78,199.76,194.59,True
SPC001271,2023-02-26,EQ0010,Excavator 10,Excavator,Alignment Deviation (mm),0,0.5,-0.01,0.47,-0.08,-0.06,-0.06,-0.15,0.32,True
SPC001272,2024-06-10,EQ0044,Loader 44,Loader,Hydraulic Pressure (PSI),3000,150.0,2993.3,147.19,3051.04,2976.51,2934.93,3075.6,2928.41,True
SPC001273,2022-11-11,EQ0050,Loader 50,Loader,Hydraulic Pressure (PSI),3000,150.0,2985.88,38.44,2988.1,2992.0,2975.98,2967.45,3005.89,True
SPC001274,2023-11-11,EQ0027,Dump Truck 27,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,3004.33,111.56,3033.97,2951.2,3013.41,2960.31,3062.76,True
SPC001275,2022-04-22,EQ0015,Bulldozer 15,Bulldozer,Weld Strength (MPa),450,30.0,451.71,22.36,443.33,460.65,463.56,441.2,449.79,True
SPC001276,2022-05-25,EQ0022,Excavator 22,Excavator,Alignment Deviation (mm),0,0.5,-0.14,0.31,-0.05,0.0,-0.12,-0.31,-0.23,True
SPC001277,2023-06-14,EQ0022,Excavator 22,Excavator,Bolt Torque (Nm),200,15.0,197.19,7.8,201.52,193.77,199.5,193.72,197.42,True
SPC001278,2024-04-08,EQ0046,Excavator 46,Excavator,Bolt Torque (Nm),200,15.0,197.98,8.36,199.51,197.57,200.51,192.15,200.14,True
SPC001279,2024-03-08,EQ0050,Loader 50,Loader,Hydraulic Pressure (PSI),3000,150.0,3055.96,122.56,3059.42,3001.22,3008.54,3123.78,3086.85,True
SPC001280,2022-05-10,EQ0049,Excavator 49,Excavator,Alignment Deviation (mm),0,0.5,-0.07,0.29,0.0,-0.21,0.08,-0.15,-0.07,True
SPC001281,2022-05-29,EQ0037,Dump Truck 37,Dump Truck,Paint Thickness (microns),120,10.0,108.25,9.22,113.88,104.66,110.8,106.24,105.7,False
SPC001282,2023-07-31,EQ0048,Bulldozer 48,Bulldozer,Bolt Torque (Nm),200,15.0,199.8,8.79,193.73,202.0,200.98,202.52,199.8,True
SPC001283,2022-03-05,EQ0034,Bulldozer 34,Bulldozer,Bolt Torque (Nm),200,15.0,201.17,11.3,194.84,206.15,201.95,196.89,206.05,True
SPC001284,2023-03-27,EQ0033,Grader 33,Grader,Weld Strength (MPa),450,30.0,444.59,14.69,441.15,452.69,447.56,443.56,438.0,True
SPC001285,2023-08-28,EQ0024,Dump Truck 24,Dump Truck,Weld Strength (MPa),450,30.0,444.5,17.63,452.79,439.21,435.16,446.77,448.58,True
SPC001286,2024-02-04,EQ0018,Grader 18,Grader,Hydraulic Pressure (PSI),3000,150.0,2967.45,66.51,2955.29,2987.92,2982.75,2922.39,2988.9,True
SPC001287,2022-10-17,EQ0017,Loader 17,Loader,Hydraulic Pressure (PSI),3000,150.0,3028.22,74.83,3064.57,3016.89,2989.75,3044.71,3025.2,True
SPC001288,2024-03-18,EQ0045,Crane 45,Crane,Alignment Deviation (mm),0,0.5,-0.02,0.37,0.02,0.12,-0.06,0.09,-0.25,True
SPC001289,2022-06-24,EQ0047,Grader 47,Grader,Paint Thickness (microns),120,10.0,120.45,3.4,122.29,121.16,118.99,118.89,120.9,True
SPC001290,2023-12-06,EQ0006,Dump Truck 6,Dump Truck,Weld Strength (MPa),450,30.0,455.88,18.13,459.5,454.0,464.01,456.0,445.88,True
SPC001291,2024-11-15,EQ0046,Excavator 46,Excavator,Weld Strength (MPa),450,30.0,447.28,31.97,461.05,458.22,445.3,429.08,442.75,True
SPC001292,2023-03-29,EQ0026,Grader 26,Grader,Alignment Deviation (mm),0,0.5,-0.08,0.32,0.03,-0.08,0.01,-0.07,-0.3,True
SPC001293,2023-02-02,EQ0046,Excavator 46,Excavator,Hydraulic Pressure (PSI),3000,150.0,3008.03,60.23,2996.95,3000.55,3027.07,2977.68,3037.91,True
SPC001294,2022-04-22,EQ0009,Dump Truck 9,Dump Truck,Alignment Deviation (mm),0,0.5,-0.01,0.39,-0.12,0.22,0.14,-0.14,-0.17,True
SPC001295,2022-05-30,EQ0006,Dump Truck 6,Dump Truck,Paint Thickness (microns),120,10.0,123.06,11.98,128.47,122.32,116.49,119.57,128.45,True
SPC001296,2023-05-29,EQ0024,Dump Truck 24,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,3006.58,102.93,3038.75,2987.71,2947.51,3050.43,3008.5,True
SPC001297,2024-09-24,EQ0040,Crane 40,Crane,Paint Thickness (microns),120,10.0,120.91,12.11,118.54,114.23,126.34,123.37,122.09,True
SPC001298,2023-04-26,EQ0004,Excavator 4,Excavator,Hydraulic Pressure (PSI),3000,150.0,2979.34,50.25,2983.03,3003.33,2971.3,2985.95,2953.07,True
SPC001299,2022-05-23,EQ0012,Dump Truck 12,Dump Truck,Weld Strength (MPa),450,30.0,443.06,24.03,456.6,444.82,434.56,432.57,446.76,True
SPC001300,2024-07-11,EQ0049,Excavator 49,Excavator,Paint Thickness (microns),120,10.0,121.08,12.93,121.39,116.51,122.2,129.11,116.18,True
SPC001301,2023-09-19,EQ0012,Dump Truck 12,Dump Truck,Alignment Deviation (mm),0,0.5,-0.05,0.15,0.03,-0.1,-0.12,-0.07,0.02,True
SPC001302,2024-01-17,EQ0021,Excavator 21,Excavator,Paint Thickness (microns),120,10.0,109.61,7.93,105.05,111.49,109.31,112.98,109.24,False
SPC001303,2023-03-30,EQ0043,Excavator 43,Excavator,Bolt Torque (Nm),200,15.0,197.63,20.14,192.29,200.46,199.34,187.95,208.09,True
SPC001304,2024-01-07,EQ0001,Grader 1,Grader,Weld Strength (MPa),450,30.0,450.78,22.59,446.74,451.9,461.97,453.92,439.38,True
SPC001305,2023-11-11,EQ0012,Dump Truck 12,Dump Truck,Bolt Torque (Nm),200,15.0,203.63,13.96,204.13,213.01,199.05,199.15,202.8,True
SPC001306,2024-01-05,EQ0002,Grader 2,Grader,Paint Thickness (microns),120,10.0,120.0,10.93,119.05,118.95,127.17,116.24,118.57,True
SPC001307,2022-08-11,EQ0038,Loader 38,Loader,Weld Strength (MPa),450,30.0,456.15,21.72,451.07,463.83,456.11,465.74,444.02,True
SPC001308,2022-06-17,EQ0030,Loader 30,Loader,Paint Thickness (microns),120,10.0,120.1,10.71,119.61,120.46,116.71,127.21,116.5,True
SPC001309,2022-10-14,EQ0047,Grader 47,Grader,Alignment Deviation (mm),0,0.5,0.08,0.39,-0.0,0.25,-0.14,0.08,0.19,True
SPC001310,2022-06-06,EQ0031,Loader 31,Loader,Hydraulic Pressure (PSI),3000,150.0,3019.02,96.49,2999.55,3058.7,3001.39,2969.48,3065.97,True
SPC001311,2024-11-04,EQ0002,Grader 2,Grader,Hydraulic Pressure (PSI),3000,150.0,3023.14,69.52,3009.95,2987.06,3053.73,3008.36,3056.58,True
SPC001312,2024-04-09,EQ0043,Excavator 43,Excavator,Alignment Deviation (mm),0,0.5,-0.09,0.4,0.01,-0.2,-0.31,-0.05,0.09,True
SPC001313,2022-03-17,EQ0040,Crane 40,Crane,Alignment Deviation (mm),0,0.5,0.02,0.49,-0.14,0.05,0.05,0.32,-0.17,True
SPC001314,2024-08-24,EQ0015,Bulldozer 15,Bulldozer,Weld Strength (MPa),450,30.0,451.81,42.08,471.37,468.83,429.29,453.13,436.43,True
SPC001315,2023-04-03,EQ0036,Bulldozer 36,Bulldozer,Alignment Deviation (mm),0,0.5,0.02,0.37,0.06,-0.06,0.25,-0.02,-0.12,True
SPC001316,2023-08-19,EQ0003,Excavator 3,Excavator,Weld Strength (MPa),450,30.0,450.55,29.31,438.0,465.17,460.4,435.85,453.35,True
SPC001317,2024-11-11,EQ0047,Grader 47,Grader,Hydraulic Pressure (PSI),3000,150.0,2983.48,155.0,2953.88,3029.67,3006.48,2886.19,3041.2,True
SPC001318,2024-10-25,EQ0016,Dump Truck 16,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,2981.7,132.16,3024.41,2964.36,2914.12,2959.35,3046.28,True
SPC001319,2022-12-06,EQ0014,Bulldozer 14,Bulldozer,Alignment Deviation (mm),0,0.5,0.0,0.35,-0.11,0.24,-0.09,-0.01,-0.02,True
SPC001320,2022-11-23,EQ0018,Grader 18,Grader,Weld Strength (MPa),450,30.0,444.52,13.76,439.05,452.81,441.93,449.06,439.73,True
SPC001321,2022-10-27,EQ0023,Loader 23,Loader,Bolt Torque (Nm),200,15.0,190.55,13.45,188.12,185.16,198.62,195.22,185.61,False
SPC001322,2023-06-26,EQ0007,Crane 7,Crane,Paint Thickness (microns),120,10.0,116.77,9.81,119.37,121.85,113.44,117.14,112.04,True
SPC001323,2023-02-28,EQ0036,Bulldozer 36,Bulldozer,Alignment Deviation (mm),0,0.5,-0.03,0.34,-0.07,-0.15,-0.1,-0.03,0.19,True
SPC001324,2024-01-10,EQ0017,Loader 17,Loader,Bolt Torque (Nm),200,15.0,201.04,15.58,198.51,194.72,210.3,205.74,195.92,True
SPC001325,2024-07-20,EQ0028,Crane 28,Crane,Hydraulic Pressure (PSI),3000,150.0,2995.59,98.07,3053.45,2955.38,2986.1,2992.5,2990.54,True
SPC001326,2023-10-26,EQ0019,Loader 19,Loader,Hydraulic Pressure (PSI),3000,150.0,3023.25,59.49,3042.68,2998.8,2986.98,3041.3,3046.47,True
SPC001327,2024-12-03,EQ0027,Dump Truck 27,Dump Truck,Paint Thickness (microns),120,10.0,121.96,8.54,127.79,119.84,119.25,121.87,121.04,True
SPC001328,2023-06-24,EQ0041,Dump Truck 41,Dump Truck,Alignment Deviation (mm),0,0.5,0.08,0.23,0.04,-0.03,0.2,0.1,0.1,True
SPC001329,2022-12-23,EQ0016,Dump Truck 16,Dump Truck,Bolt Torque (Nm),200,15.0,199.94,4.79,202.02,201.33,197.63,197.24,201.46,True
SPC001330,2024-01-19,EQ0046,Excavator 46,Excavator,Alignment Deviation (mm),0,0.5,0.04,0.51,-0.32,0.17,0.13,0.02,0.19,True
SPC001331,2022-06-09,EQ0013,Grader 13,Grader,Alignment Deviation (mm),0,0.5,0.11,0.68,0.18,-0.29,0.02,0.22,0.4,True
SPC001332,2023-04-02,EQ0043,Excavator 43,Excavator,Alignment Deviation (mm),0,0.5,-0.01,0.47,-0.21,-0.24,-0.01,0.23,0.15,True
SPC001333,2023-12-08,EQ0037,Dump Truck 37,Dump Truck,Bolt Torque (Nm),200,15.0,201.84,21.71,198.3,191.79,207.29,213.5,198.29,True
SPC001334,2022-01-14,EQ0033,Grader 33,Grader,Alignment Deviation (mm),0,0.5,-0.22,0.52,-0.11,-0.43,0.09,-0.31,-0.36,True
SPC001335,2024-06-19,EQ0049,Excavator 49,Excavator,Weld Strength (MPa),450,30.0,454.08,21.72,466.86,448.35,463.5,445.13,446.55,True
SPC001336,2024-11-19,EQ0049,Excavator 49,Excavator,Paint Thickness (microns),120,10.0,120.75,8.21,120.15,125.89,121.14,117.67,118.9,True
SPC001337,2023-01-18,EQ0050,Loader 50,Loader,Weld Strength (MPa),450,30.0,456.03,18.23,448.25,449.99,460.14,455.28,466.48,True
SPC001338,2022-08-31,EQ0027,Dump Truck 27,Dump Truck,Weld Strength (MPa),450,30.0,452.3,10.23,456.76,452.83,451.22,454.18,446.54,True
SPC001339,2023-11-08,EQ0050,Loader 50,Loader,Hydraulic Pressure (PSI),3000,150.0,2956.77,131.07,2925.69,2948.7,3037.24,2966.03,2906.17,True
SPC001340,2024-09-07,EQ0009,Dump Truck 9,Dump Truck,Bolt Torque (Nm),200,15.0,200.33,16.34,196.39,193.62,201.8,209.95,199.89,True
SPC001341,2022-11-27,EQ0036,Bulldozer 36,Bulldozer,Bolt Torque (Nm),200,15.0,198.78,16.75,197.39,209.5,192.75,199.83,194.45,True
SPC001342,2022-03-30,EQ0027,Dump Truck 27,Dump Truck,Weld Strength (MPa),450,30.0,458.25,19.09,446.25,450.31,464.1,465.34,465.25,True
SPC001343,2022-11-26,EQ0048,Bulldozer 48,Bulldozer,Weld Strength (MPa),450,30.0,454.45,24.22,465.65,454.03,457.54,441.43,453.62,True
SPC001344,2022-03-22,EQ0002,Grader 2,Grader,Alignment Deviation (mm),0,0.5,0.01,0.48,0.06,0.08,0.25,-0.13,-0.23,True
SPC001345,2022-12-07,EQ0001,Grader 1,Grader,Paint Thickness (microns),120,10.0,118.75,9.7,124.08,119.65,118.79,116.88,114.38,False
SPC001346,2022-02-08,EQ0032,Grader 32,Grader,Paint Thickness (microns),120,10.0,106.67,6.5,105.85,102.91,108.9,106.26,109.42,False
SPC001347,2022-12-16,EQ0031,Loader 31,Loader,Weld Strength (MPa),450,30.0,447.22,27.81,457.25,460.39,433.51,432.58,452.37,True
SPC001348,2022-10-20,EQ0042,Bulldozer 42,Bulldozer,Alignment Deviation (mm),0,0.5,0.08,0.54,0.07,0.38,0.14,-0.03,-0.16,True
SPC001349,2023-01-08,EQ0024,Dump Truck 24,Dump Truck,Alignment Deviation (mm),0,0.5,-0.09,0.29,-0.21,0.08,-0.06,-0.19,-0.09,True
SPC001350,2023-06-26,EQ0028,Crane 28,Crane,Weld Strength (MPa),450,30.0,452.32,20.0,455.0,457.69,460.76,440.76,447.4,True
SPC001351,2023-12-03,EQ0049,Excavator 49,Excavator,Bolt Torque (Nm),200,15.0,199.05,11.52,202.58,191.06,201.45,199.8,200.34,True
SPC001352,2022-05-21,EQ0048,Bulldozer 48,Bulldozer,Weld Strength (MPa),450,30.0,448.9,36.89,446.85,449.07,427.62,464.51,456.46,True
SPC001353,2022-09-28,EQ0019,Loader 19,Loader,Hydraulic Pressure (PSI),3000,150.0,2996.63,169.32,3089.59,3025.65,2920.27,2939.67,3008.0,True
SPC001354,2024-12-06,EQ0049,Excavator 49,Excavator,Alignment Deviation (mm),0,0.5,0.01,0.41,-0.13,0.22,0.09,0.05,-0.19,True
SPC001355,2022-11-03,EQ0011,Bulldozer 11,Bulldozer,Alignment Deviation (mm),0,0.5,0.14,0.37,0.3,0.27,0.01,0.2,-0.07,True
SPC001356,2024-09-01,EQ0042,Bulldozer 42,Bulldozer,Alignment Deviation (mm),0,0.5,-0.04,0.37,-0.24,0.13,0.02,-0.03,-0.09,True
SPC001357,2024-12-24,EQ0018,Grader 18,Grader,Alignment Deviation (mm),0,0.5,-0.13,0.28,-0.25,-0.17,-0.09,0.03,-0.19,True
SPC001358,2022-07-10,EQ0009,Dump Truck 9,Dump Truck,Bolt Torque (Nm),200,15.0,203.44,20.98,195.14,197.47,216.11,207.1,201.36,True
SPC001359,2022-01-03,EQ0024,Dump Truck 24,Dump Truck,Bolt Torque (Nm),200,15.0,198.43,10.59,202.91,195.82,198.27,202.84,192.31,True
SPC001360,2024-01-29,EQ0019,Loader 19,Loader,Hydraulic Pressure (PSI),3000,150.0,3041.28,56.98,3021.48,3076.01,3019.03,3049.02,3040.87,True
SPC001361,2024-05-28,EQ0013,Grader 13,Grader,Weld Strength (MPa),450,30.0,425.66,30.14,437.26,424.17,407.12,422.66,437.08,False
SPC001362,2022-07-20,EQ0028,Crane 28,Crane,Bolt Torque (Nm),200,15.0,198.76,5.02,196.76,201.74,197.4,196.73,201.16,True
SPC001363,2024-09-04,EQ0049,Excavator 49,Excavator,Weld Strength (MPa),450,30.0,451.3,33.03,464.36,465.18,432.15,450.32,444.5,True
SPC001364,2022-06-21,EQ0007,Crane 7,Crane,Paint Thickness (microns),120,10.0,119.55,6.44,119.13,117.81,123.29,120.68,116.85,True
SPC001365,2024-04-16,EQ0013,Grader 13,Grader,Paint Thickness (microns),120,10.0,117.49,4.77,117.55,120.31,115.54,116.07,117.96,True
SPC001366,2022-01-15,EQ0047,Grader 47,Grader,Alignment Deviation (mm),0,0.5,-0.01,0.31,0.15,0.04,-0.16,-0.03,-0.06,True
SPC001367,2024-11-30,EQ0050,Loader 50,Loader,Hydraulic Pressure (PSI),3000,150.0,2962.92,173.98,2889.09,3063.07,2926.28,2975.91,2960.25,True
SPC001368,2023-02-25,EQ0015,Bulldozer 15,Bulldozer,Paint Thickness (microns),120,10.0,118.9,2.84,117.35,120.19,118.14,119.52,119.29,True
SPC001369,2022-08-07,EQ0018,Grader 18,Grader,Weld Strength (MPa),450,30.0,445.47,19.07,444.3,451.24,436.89,438.97,455.96,True
SPC001370,2023-06-04,EQ0017,Loader 17,Loader,Paint Thickness (microns),120,10.0,120.73,11.11,125.58,124.79,120.27,118.54,114.47,True
SPC001371,2024-05-17,EQ0029,Bulldozer 29,Bulldozer,Alignment Deviation (mm),0,0.5,0.09,0.17,0.15,-0.02,0.15,0.14,0.04,True
SPC001372,2023-07-19,EQ0039,Bulldozer 39,Bulldozer,Bolt Torque (Nm),200,15.0,201.07,10.63,196.25,201.84,202.46,206.88,197.93,True
SPC001373,2024-04-26,EQ0029,Bulldozer 29,Bulldozer,Alignment Deviation (mm),0,0.5,0.13,0.46,0.1,-0.07,0.19,0.39,0.04,True
SPC001374,2024-09-15,EQ0011,Bulldozer 11,Bulldozer,Weld Strength (MPa),450,30.0,451.82,17.93,443.44,460.62,457.04,455.33,442.69,True
SPC001375,2024-09-17,EQ0027,Dump Truck 27,Dump Truck,Paint Thickness (microns),120,10.0,123.46,12.31,124.43,126.29,115.07,127.37,124.17,False
SPC001376,2024-03-26,EQ0047,Grader 47,Grader,Weld Strength (MPa),450,30.0,449.1,13.61,441.13,443.77,453.54,454.74,452.31,True
SPC001377,2022-09-01,EQ0028,Crane 28,Crane,Weld Strength (MPa),450,30.0,445.05,28.11,446.69,436.89,460.61,432.51,448.56,True
SPC001378,2022-11-28,EQ0007,Crane 7,Crane,Hydraulic Pressure (PSI),3000,150.0,2961.76,114.05,2892.86,2947.78,3006.92,2969.86,2991.38,True
SPC001379,2024-03-31,EQ0035,Loader 35,Loader,Paint Thickness (microns),120,10.0,119.4,6.2,121.45,118.84,120.57,120.92,115.24,True
SPC001380,2022-04-17,EQ0013,Grader 13,Grader,Weld Strength (MPa),450,30.0,451.8,32.4,454.78,459.57,442.92,434.66,467.07,True
SPC001381,2022-01-11,EQ0022,Excavator 22,Excavator,Hydraulic Pressure (PSI),3000,150.0,2989.38,167.91,3066.92,3066.24,2936.82,2899.01,2977.93,True
SPC001382,2024-08-23,EQ0011,Bulldozer 11,Bulldozer,Alignment Deviation (mm),0,0.5,-0.03,0.36,-0.13,-0.16,0.08,0.2,-0.16,True
SPC001383,2022-05-12,EQ0016,Dump Truck 16,Dump Truck,Paint Thickness (microns),120,10.0,120.03,13.44,114.23,118.37,120.64,127.68,119.25,True
SPC001384,2022-06-13,EQ0012,Dump Truck 12,Dump Truck,Alignment Deviation (mm),0,0.5,0.02,0.22,0.03,0.18,-0.03,-0.01,-0.04,True
SPC001385,2024-02-27,EQ0027,Dump Truck 27,Dump Truck,Bolt Torque (Nm),200,15.0,195.09,15.78,200.72,184.94,194.85,198.18,196.75,True
SPC001386,2024-12-03,EQ0020,Crane 20,Crane,Paint Thickness (microns),120,10.0,119.55,6.13,119.32,121.05,115.53,121.65,120.21,True
SPC001387,2022-04-28,EQ0007,Crane 7,Crane,Weld Strength (MPa),450,30.0,444.69,22.11,439.82,447.12,440.54,436.93,459.04,True
SPC001388,2024-06-18,EQ0001,Grader 1,Grader,Hydraulic Pressure (PSI),3000,150.0,3005.7,186.24,2902.09,3088.33,3066.02,3004.16,2967.91,True
SPC001389,2024-11-27,EQ0032,Grader 32,Grader,Paint Thickness (microns),120,10.0,121.03,6.26,122.82,116.83,120.21,122.21,123.1,True
SPC001390,2024-11-11,EQ0014,Bulldozer 14,Bulldozer,Alignment Deviation (mm),0,0.5,-0.03,0.39,0.19,-0.2,-0.02,-0.02,-0.12,True
SPC001391,2022-12-14,EQ0047,Grader 47,Grader,Hydraulic Pressure (PSI),3000,150.0,2984.1,121.62,2997.89,2985.2,3034.53,2912.91,2989.99,True
SPC001392,2022-01-01,EQ0032,Grader 32,Grader,Weld Strength (MPa),450,30.0,448.44,14.17,454.48,442.39,440.75,454.92,449.65,True
SPC001393,2023-07-20,EQ0018,Grader 18,Grader,Bolt Torque (Nm),200,15.0,199.23,8.13,198.82,198.83,201.65,194.36,202.49,True
SPC001394,2024-03-20,EQ0018,Grader 18,Grader,Bolt Torque (Nm),200,15.0,205.44,12.31,200.94,206.34,199.72,212.03,208.16,True
SPC001395,2024-11-26,EQ0007,Crane 7,Crane,Hydraulic Pressure (PSI),3000,150.0,2985.33,140.17,3031.84,3063.49,2966.11,2923.31,2941.9,True
SPC001396,2022-05-21,EQ0024,Dump Truck 24,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,3001.31,79.77,2995.18,3027.12,3035.16,2955.39,2993.67,True
SPC001397,2023-12-14,EQ0045,Crane 45,Crane,Paint Thickness (microns),120,10.0,132.63,12.54,138.25,133.41,132.34,125.71,133.42,False
SPC001398,2024-04-07,EQ0007,Crane 7,Crane,Alignment Deviation (mm),0,0.5,0.01,0.74,0.31,0.18,-0.43,0.01,-0.01,True
SPC001399,2022-12-25,EQ0024,Dump Truck 24,Dump Truck,Bolt Torque (Nm),200,15.0,201.23,6.11,198.85,204.96,199.62,201.95,200.76,True
SPC001400,2022-05-29,EQ0006,Dump Truck 6,Dump Truck,Alignment Deviation (mm),0,0.5,-0.05,0.3,-0.25,-0.08,0.06,0.02,-0.01,True
SPC001401,2022-08-28,EQ0017,Loader 17,Loader,Alignment Deviation (mm),0,0.5,-0.04,0.74,-0.39,0.35,-0.12,0.01,-0.05,False
SPC001402,2023-05-28,EQ0011,Bulldozer 11,Bulldozer,Bolt Torque (Nm),200,15.0,201.75,26.03,200.08,205.14,198.2,189.65,215.68,False
SPC001403,2023-11-27,EQ0020,Crane 20,Crane,Bolt Torque (Nm),200,15.0,201.91,12.8,197.09,209.89,197.25,203.34,201.96,True
SPC001404,2022-02-26,EQ0044,Loader 44,Loader,Bolt Torque (Nm),200,15.0,198.8,14.79,192.38,202.15,207.18,193.55,198.74,True
SPC001405,2022-05-19,EQ0042,Bulldozer 42,Bulldozer,Bolt Torque (Nm),200,15.0,199.32,8.17,196.54,201.08,194.7,202.87,201.42,True
SPC001406,2023-03-28,EQ0004,Excavator 4,Excavator,Weld Strength (MPa),450,30.0,449.76,35.69,425.46,461.15,454.36,458.75,449.07,True
SPC001407,2024-04-24,EQ0036,Bulldozer 36,Bulldozer,Paint Thickness (microns),120,10.0,119.58,6.88,119.88,118.34,117.38,124.27,118.03,True
SPC001408,2022-01-20,EQ0032,Grader 32,Grader,Paint Thickness (microns),120,10.0,122.0,11.47,115.2,121.91,126.67,120.14,126.08,True
SPC001409,2022-07-10,EQ0042,Bulldozer 42,Bulldozer,Bolt Torque (Nm),200,15.0,198.25,13.11,200.18,197.6,191.05,204.16,198.24,True
SPC001410,2023-12-02,EQ0017,Loader 17,Loader,Hydraulic Pressure (PSI),3000,150.0,2996.14,60.27,3005.4,2961.37,2972.25,3020.04,3021.64,True
SPC001411,2023-01-01,EQ0041,Dump Truck 41,Dump Truck,Bolt Torque (Nm),200,15.0,199.81,12.8,194.48,193.4,201.37,206.2,203.59,True
SPC001412,2023-03-24,EQ0034,Bulldozer 34,Bulldozer,Alignment Deviation (mm),0,0.5,-0.04,0.61,0.12,0.13,-0.03,0.09,-0.48,True
SPC001413,2023-01-25,EQ0009,Dump Truck 9,Dump Truck,Bolt Torque (Nm),200,15.0,199.46,14.4,208.63,198.9,198.59,194.23,196.94,True
SPC001414,2023-04-26,EQ0046,Excavator 46,Excavator,Weld Strength (MPa),450,30.0,449.2,26.65,438.41,453.28,465.06,448.6,440.68,True
SPC001415,2023-02-28,EQ0042,Bulldozer 42,Bulldozer,Weld Strength (MPa),450,30.0,444.64,28.95,432.17,447.74,446.13,436.02,461.12,True
SPC001416,2023-05-27,EQ0004,Excavator 4,Excavator,Alignment Deviation (mm),0,0.5,-0.04,0.71,-0.11,-0.11,-0.0,-0.35,0.36,True
